"EDA","Timestamp"
0.09767225,2019-10-07 12:16:01
0.10631825,2019-10-07 12:16:02
0.11048125,2019-10-07 12:16:03
0.11176225,2019-10-07 12:16:04
0.10791925,2019-10-07 12:16:05
0.10727875,2019-10-07 12:16:06
0.10343625,2019-10-07 12:16:07
0.1079195,2019-10-07 12:16:08
0.1108015,2019-10-07 12:16:09
0.1120825,2019-10-07 12:16:10
0.10311625,2019-10-07 12:16:11
0.09478975,2019-10-07 12:16:12
0.1018355,2019-10-07 12:16:13
0.101195,2019-10-07 12:16:14
0.10920025,2019-10-07 12:16:15
0.11304325,2019-10-07 12:16:16
0.1133635,2019-10-07 12:16:17
0.1146445,2019-10-07 12:16:18
0.11496475,2019-10-07 12:16:19
0.11560525,2019-10-07 12:16:20
0.11624575,2019-10-07 12:16:21
0.11560525,2019-10-07 12:16:22
0.109841,2019-10-07 12:16:23
0.09382925,2019-10-07 12:16:24
0.08934625,2019-10-07 12:16:25
0.07717675,2019-10-07 12:16:26
0.110161,2019-10-07 12:16:27
0.1120825,2019-10-07 12:16:28
0.112723,2019-10-07 12:16:29
0.1133635,2019-10-07 12:16:30
0.1120825,2019-10-07 12:16:31
0.1146445,2019-10-07 12:16:32
0.1146445,2019-10-07 12:16:33
0.1146445,2019-10-07 12:16:34
0.115285,2019-10-07 12:16:35
0.11496475,2019-10-07 12:16:36
0.1146445,2019-10-07 12:16:37
0.1159255,2019-10-07 12:16:38
0.1159255,2019-10-07 12:16:39
0.115285,2019-10-07 12:16:40
0.11624575,2019-10-07 12:16:41
0.11624575,2019-10-07 12:16:42
0.1159255,2019-10-07 12:16:43
0.116566,2019-10-07 12:16:44
0.1159255,2019-10-07 12:16:45
0.116566,2019-10-07 12:16:46
0.1159255,2019-10-07 12:16:47
0.1172065,2019-10-07 12:16:48
0.111122,2019-10-07 12:16:49
0.0864635,2019-10-07 12:16:50
0.0983125,2019-10-07 12:16:51
0.09767225,2019-10-07 12:16:52
0.10375675,2019-10-07 12:16:53
0.09831275,2019-10-07 12:16:54
0.101515,2019-10-07 12:16:55
0.10215525,2019-10-07 12:16:56
0.1082395,2019-10-07 12:16:57
0.10855975,2019-10-07 12:16:58
0.10984075,2019-10-07 12:16:59
0.11112175,2019-10-07 12:17:00
0.1108015,2019-10-07 12:17:01
0.11240275,2019-10-07 12:17:02
0.11368375,2019-10-07 12:17:03
0.11368375,2019-10-07 12:17:04
0.1146445,2019-10-07 12:17:05
0.11496475,2019-10-07 12:17:06
0.1146445,2019-10-07 12:17:07
0.11496475,2019-10-07 12:17:08
0.11048125,2019-10-07 12:17:09
0.1037565,2019-10-07 12:17:10
0.1021555,2019-10-07 12:17:11
0.1034365,2019-10-07 12:17:12
0.1082395,2019-10-07 12:17:13
0.1050375,2019-10-07 12:17:14
0.0874245,2019-10-07 12:17:15
0.103116,2019-10-07 12:17:16
0.1069585,2019-10-07 12:17:17
0.09863275,2019-10-07 12:17:18
0.0979925,2019-10-07 12:17:19
0.09735175,2019-10-07 12:17:20
0.1095205,2019-10-07 12:17:21
0.1120825,2019-10-07 12:17:22
0.1133635,2019-10-07 12:17:23
0.1146445,2019-10-07 12:17:24
0.115285,2019-10-07 12:17:25
0.11560525,2019-10-07 12:17:26
0.11624575,2019-10-07 12:17:27
0.11560525,2019-10-07 12:17:28
0.11560525,2019-10-07 12:17:29
0.11688625,2019-10-07 12:17:30
0.11560525,2019-10-07 12:17:31
0.1172065,2019-10-07 12:17:32
0.11752675,2019-10-07 12:17:33
0.11688625,2019-10-07 12:17:34
0.1172065,2019-10-07 12:17:35
0.11816725,2019-10-07 12:17:36
0.117847,2019-10-07 12:17:37
0.117847,2019-10-07 12:17:38
0.117847,2019-10-07 12:17:39
0.1184875,2019-10-07 12:17:40
0.11816725,2019-10-07 12:17:41
0.10695875,2019-10-07 12:17:42
0.0970315,2019-10-07 12:17:43
0.08486275,2019-10-07 12:17:44
0.07941875,2019-10-07 12:17:45
0.0890255,2019-10-07 12:17:46
0.09991375,2019-10-07 12:17:47
0.10535725,2019-10-07 12:17:48
0.10151475,2019-10-07 12:17:49
0.09895325,2019-10-07 12:17:50
0.1037565,2019-10-07 12:17:51
0.11112175,2019-10-07 12:17:52
0.1120825,2019-10-07 12:17:53
0.11368375,2019-10-07 12:17:54
0.11368375,2019-10-07 12:17:55
0.1133635,2019-10-07 12:17:56
0.11368375,2019-10-07 12:17:57
0.11432425,2019-10-07 12:17:58
0.11432425,2019-10-07 12:17:59
0.11432425,2019-10-07 12:18:00
0.1146445,2019-10-07 12:18:01
0.11496475,2019-10-07 12:18:02
0.11496475,2019-10-07 12:18:03
0.11432425,2019-10-07 12:18:04
0.115285,2019-10-07 12:18:05
0.11496475,2019-10-07 12:18:06
0.11496475,2019-10-07 12:18:07
0.115285,2019-10-07 12:18:08
0.11496475,2019-10-07 12:18:09
0.11496475,2019-10-07 12:18:10
0.11080175,2019-10-07 12:18:11
0.08005925,2019-10-07 12:18:12
0.03362475,2019-10-07 12:18:13
0.0329845,2019-10-07 12:18:14
0.0358665,2019-10-07 12:18:15
0.07173275,2019-10-07 12:18:16
0.09959375,2019-10-07 12:18:17
0.097672,2019-10-07 12:18:18
0.098633,2019-10-07 12:18:19
0.10215575,2019-10-07 12:18:20
0.102476,2019-10-07 12:18:21
0.10279625,2019-10-07 12:18:22
0.09126725,2019-10-07 12:18:23
0.09479,2019-10-07 12:18:24
0.1066385,2019-10-07 12:18:25
0.111442,2019-10-07 12:18:26
0.11240275,2019-10-07 12:18:27
0.1120825,2019-10-07 12:18:28
0.0874245,2019-10-07 12:18:29
0.06468775,2019-10-07 12:18:30
0.10247575,2019-10-07 12:18:31
0.10920025,2019-10-07 12:18:32
0.1108015,2019-10-07 12:18:33
0.11112175,2019-10-07 12:18:34
0.1120825,2019-10-07 12:18:35
0.11240275,2019-10-07 12:18:36
0.1133635,2019-10-07 12:18:37
0.1133635,2019-10-07 12:18:38
0.1133635,2019-10-07 12:18:39
0.1133635,2019-10-07 12:18:40
0.114004,2019-10-07 12:18:41
0.11560525,2019-10-07 12:18:42
0.1159255,2019-10-07 12:18:43
0.11624575,2019-10-07 12:18:44
0.116566,2019-10-07 12:18:45
0.11688625,2019-10-07 12:18:46
0.1172065,2019-10-07 12:18:47
0.103116,2019-10-07 12:18:48
0.07813775,2019-10-07 12:18:49
0.0835815,2019-10-07 12:18:50
0.085823,2019-10-07 12:18:51
0.0915875,2019-10-07 12:18:52
0.090947,2019-10-07 12:18:53
0.074295,2019-10-07 12:18:54
0.08454225,2019-10-07 12:18:55
0.08166,2019-10-07 12:18:56
0.04387275,2019-10-07 12:18:57
0.10407675,2019-10-07 12:18:58
0.110161,2019-10-07 12:18:59
0.1108015,2019-10-07 12:19:00
0.1120825,2019-10-07 12:19:01
0.11240275,2019-10-07 12:19:02
0.1120825,2019-10-07 12:19:03
0.11304325,2019-10-07 12:19:04
0.11176225,2019-10-07 12:19:05
0.11304325,2019-10-07 12:19:06
0.097992,2019-10-07 12:19:07
0.09479,2019-10-07 12:19:08
0.09446975,2019-10-07 12:19:09
0.09639125,2019-10-07 12:19:10
0.09959375,2019-10-07 12:19:11
0.104077,2019-10-07 12:19:12
0.104717,2019-10-07 12:19:13
0.104397,2019-10-07 12:19:14
0.104717,2019-10-07 12:19:15
0.09927325,2019-10-07 12:19:16
0.082301,2019-10-07 12:19:17
0.093509,2019-10-07 12:19:18
0.10984075,2019-10-07 12:19:19
0.111442,2019-10-07 12:19:20
0.1120825,2019-10-07 12:19:21
0.11240275,2019-10-07 12:19:22
0.112723,2019-10-07 12:19:23
0.1120825,2019-10-07 12:19:24
0.09831225,2019-10-07 12:19:25
0.09447,2019-10-07 12:19:26
0.1031165,2019-10-07 12:19:27
0.096071,2019-10-07 12:19:28
0.10407675,2019-10-07 12:19:29
0.1053575,2019-10-07 12:19:30
0.104397,2019-10-07 12:19:31
0.1056775,2019-10-07 12:19:32
0.10599775,2019-10-07 12:19:33
0.104717,2019-10-07 12:19:34
0.10471725,2019-10-07 12:19:35
0.10663825,2019-10-07 12:19:36
0.10855975,2019-10-07 12:19:37
0.10888,2019-10-07 12:19:38
0.10984075,2019-10-07 12:19:39
0.10984075,2019-10-07 12:19:40
0.10984075,2019-10-07 12:19:41
0.11048125,2019-10-07 12:19:42
0.0903065,2019-10-07 12:19:43
0.0931885,2019-10-07 12:19:44
0.099914,2019-10-07 12:19:45
0.097352,2019-10-07 12:19:46
0.09382925,2019-10-07 12:19:47
0.0903065,2019-10-07 12:19:48
0.10151525,2019-10-07 12:19:49
0.09126725,2019-10-07 12:19:50
0.0941495,2019-10-07 12:19:51
0.10311625,2019-10-07 12:19:52
0.104717,2019-10-07 12:19:53
0.104717,2019-10-07 12:19:54
0.1050375,2019-10-07 12:19:55
0.1053575,2019-10-07 12:19:56
0.10503725,2019-10-07 12:19:57
0.1069585,2019-10-07 12:19:58
0.107599,2019-10-07 12:19:59
0.10888,2019-10-07 12:20:00
0.1095205,2019-10-07 12:20:01
0.10920025,2019-10-07 12:20:02
0.10888,2019-10-07 12:20:03
0.10920025,2019-10-07 12:20:04
0.10888,2019-10-07 12:20:05
0.10855975,2019-10-07 12:20:06
0.10920025,2019-10-07 12:20:07
0.10984075,2019-10-07 12:20:08
0.10888,2019-10-07 12:20:09
0.10984075,2019-10-07 12:20:10
0.10695875,2019-10-07 12:20:11
0.1053575,2019-10-07 12:20:12
0.10087425,2019-10-07 12:20:13
0.07621625,2019-10-07 12:20:14
0.0851825,2019-10-07 12:20:15
0.092228,2019-10-07 12:20:16
0.096071,2019-10-07 12:20:17
0.1024755,2019-10-07 12:20:18
0.10215575,2019-10-07 12:20:19
0.084222,2019-10-07 12:20:20
0.0967115,2019-10-07 12:20:21
0.10151525,2019-10-07 12:20:22
0.104717,2019-10-07 12:20:23
0.10503725,2019-10-07 12:20:24
0.1069585,2019-10-07 12:20:25
0.10727875,2019-10-07 12:20:26
0.10727875,2019-10-07 12:20:27
0.1082395,2019-10-07 12:20:28
0.10920025,2019-10-07 12:20:29
0.10727875,2019-10-07 12:20:30
0.10888,2019-10-07 12:20:31
0.1095205,2019-10-07 12:20:32
0.1095205,2019-10-07 12:20:33
0.10984075,2019-10-07 12:20:34
0.1108015,2019-10-07 12:20:35
0.10663825,2019-10-07 12:20:36
0.10343625,2019-10-07 12:20:37
0.097352,2019-10-07 12:20:38
0.1053575,2019-10-07 12:20:39
0.10791925,2019-10-07 12:20:40
0.1082395,2019-10-07 12:20:41
0.10855975,2019-10-07 12:20:42
0.10151475,2019-10-07 12:20:43
0.0954305,2019-10-07 12:20:44
0.0979925,2019-10-07 12:20:45
0.09575075,2019-10-07 12:20:46
0.104717,2019-10-07 12:20:47
0.1053575,2019-10-07 12:20:48
0.1056775,2019-10-07 12:20:49
0.09254825,2019-10-07 12:20:50
0.0986325,2019-10-07 12:20:51
0.098953,2019-10-07 12:20:52
0.096391,2019-10-07 12:20:53
0.09511,2019-10-07 12:20:54
0.10567775,2019-10-07 12:20:55
0.10984075,2019-10-07 12:20:56
0.1095205,2019-10-07 12:20:57
0.11176225,2019-10-07 12:20:58
0.11176225,2019-10-07 12:20:59
0.1120825,2019-10-07 12:21:00
0.112723,2019-10-07 12:21:01
0.11368375,2019-10-07 12:21:02
0.10920025,2019-10-07 12:21:03
0.1092005,2019-10-07 12:21:04
0.1120825,2019-10-07 12:21:05
0.11240275,2019-10-07 12:21:06
0.11240275,2019-10-07 12:21:07
0.112723,2019-10-07 12:21:08
0.1120825,2019-10-07 12:21:09
0.11304325,2019-10-07 12:21:10
0.11176225,2019-10-07 12:21:11
0.1133635,2019-10-07 12:21:12
0.11304325,2019-10-07 12:21:13
0.1120825,2019-10-07 12:21:14
0.112723,2019-10-07 12:21:15
0.11304325,2019-10-07 12:21:16
0.11304325,2019-10-07 12:21:17
0.1133635,2019-10-07 12:21:18
0.11368375,2019-10-07 12:21:19
0.11368375,2019-10-07 12:21:20
0.11368375,2019-10-07 12:21:21
0.11368375,2019-10-07 12:21:22
0.1133635,2019-10-07 12:21:23
0.11368375,2019-10-07 12:21:24
0.11368375,2019-10-07 12:21:25
0.1133635,2019-10-07 12:21:26
0.11016125,2019-10-07 12:21:27
0.107279,2019-10-07 12:21:28
0.11304325,2019-10-07 12:21:29
0.1133635,2019-10-07 12:21:30
0.11304325,2019-10-07 12:21:31
0.1133635,2019-10-07 12:21:32
0.103116,2019-10-07 12:21:33
0.09511025,2019-10-07 12:21:34
0.10055425,2019-10-07 12:21:35
0.09831275,2019-10-07 12:21:36
0.099914,2019-10-07 12:21:37
0.1056775,2019-10-07 12:21:38
0.106318,2019-10-07 12:21:39
0.10471725,2019-10-07 12:21:40
0.096071,2019-10-07 12:21:41
0.0979925,2019-10-07 12:21:42
0.10855975,2019-10-07 12:21:43
0.1095205,2019-10-07 12:21:44
0.11048125,2019-10-07 12:21:45
0.10759925,2019-10-07 12:21:46
0.10952075,2019-10-07 12:21:47
0.11240275,2019-10-07 12:21:48
0.112723,2019-10-07 12:21:49
0.11304325,2019-10-07 12:21:50
0.11304325,2019-10-07 12:21:51
0.11304325,2019-10-07 12:21:52
0.10215525,2019-10-07 12:21:53
0.10791925,2019-10-07 12:21:54
0.09607075,2019-10-07 12:21:55
0.1053575,2019-10-07 12:21:56
0.11048125,2019-10-07 12:21:57
0.10984075,2019-10-07 12:21:58
0.11176225,2019-10-07 12:21:59
0.10343625,2019-10-07 12:22:00
0.10247575,2019-10-07 12:22:01
0.097672,2019-10-07 12:22:02
0.1053575,2019-10-07 12:22:03
0.0970315,2019-10-07 12:22:04
0.08934575,2019-10-07 12:22:05
0.10888,2019-10-07 12:22:06
0.1108015,2019-10-07 12:22:07
0.09863275,2019-10-07 12:22:08
0.1011945,2019-10-07 12:22:09
0.10247575,2019-10-07 12:22:10
0.10888,2019-10-07 12:22:11
0.10984075,2019-10-07 12:22:12
0.10375625,2019-10-07 12:22:13
0.10439675,2019-10-07 12:22:14
0.10920025,2019-10-07 12:22:15
0.10215525,2019-10-07 12:22:16
0.1082395,2019-10-07 12:22:17
0.10503725,2019-10-07 12:22:18
0.09382925,2019-10-07 12:22:19
0.107279,2019-10-07 12:22:20
0.10791925,2019-10-07 12:22:21
0.111442,2019-10-07 12:22:22
0.11176225,2019-10-07 12:22:23
0.1092005,2019-10-07 12:22:24
0.1037565,2019-10-07 12:22:25
0.10759925,2019-10-07 12:22:26
0.10375625,2019-10-07 12:22:27
0.1108015,2019-10-07 12:22:28
0.1120825,2019-10-07 12:22:29
0.109841,2019-10-07 12:22:30
0.10567775,2019-10-07 12:22:31
0.11304325,2019-10-07 12:22:32
0.114004,2019-10-07 12:22:33
0.10856,2019-10-07 12:22:34
0.10279575,2019-10-07 12:22:35
0.10952075,2019-10-07 12:22:36
0.11176225,2019-10-07 12:22:37
0.10695875,2019-10-07 12:22:38
0.0941495,2019-10-07 12:22:39
0.1040765,2019-10-07 12:22:40
0.10503725,2019-10-07 12:22:41
0.112723,2019-10-07 12:22:42
0.10759925,2019-10-07 12:22:43
0.1079195,2019-10-07 12:22:44
0.10984075,2019-10-07 12:22:45
0.09767225,2019-10-07 12:22:46
0.10695875,2019-10-07 12:22:47
0.112723,2019-10-07 12:22:48
0.115285,2019-10-07 12:22:49
0.116566,2019-10-07 12:22:50
0.1159255,2019-10-07 12:22:51
0.1172065,2019-10-07 12:22:52
0.1172065,2019-10-07 12:22:53
0.1172065,2019-10-07 12:22:54
0.11496475,2019-10-07 12:22:55
0.11432425,2019-10-07 12:22:56
0.110161,2019-10-07 12:22:57
0.11368375,2019-10-07 12:22:58
0.1133635,2019-10-07 12:22:59
0.104717,2019-10-07 12:23:00
0.07781725,2019-10-07 12:23:01
0.0819805,2019-10-07 12:23:02
0.0851825,2019-10-07 12:23:03
0.0967115,2019-10-07 12:23:04
0.10311625,2019-10-07 12:23:05
0.10631825,2019-10-07 12:23:06
0.09927325,2019-10-07 12:23:07
0.114004,2019-10-07 12:23:08
0.1172065,2019-10-07 12:23:09
0.117847,2019-10-07 12:23:10
0.1184875,2019-10-07 12:23:11
0.11816725,2019-10-07 12:23:12
0.119128,2019-10-07 12:23:13
0.12008875,2019-10-07 12:23:14
0.12008875,2019-10-07 12:23:15
0.12008875,2019-10-07 12:23:16
0.096071,2019-10-07 12:23:17
0.09639125,2019-10-07 12:23:18
0.101195,2019-10-07 12:23:19
0.10311625,2019-10-07 12:23:20
0.1095205,2019-10-07 12:23:21
0.107599,2019-10-07 12:23:22
0.10375675,2019-10-07 12:23:23
0.1066385,2019-10-07 12:23:24
0.1108015,2019-10-07 12:23:25
0.1066385,2019-10-07 12:23:26
0.09959325,2019-10-07 12:23:27
0.08326125,2019-10-07 12:23:28
0.08166025,2019-10-07 12:23:29
0.074295,2019-10-07 12:23:30
0.090947,2019-10-07 12:23:31
0.110161,2019-10-07 12:23:32
0.08966625,2019-10-07 12:23:33
0.080059,2019-10-07 12:23:34
0.10471725,2019-10-07 12:23:35
0.07877825,2019-10-07 12:23:36
0.08230025,2019-10-07 12:23:37
0.084542,2019-10-07 12:23:38
0.0710925,2019-10-07 12:23:39
0.0877445,2019-10-07 12:23:40
0.0983125,2019-10-07 12:23:41
0.085503,2019-10-07 12:23:42
0.0877445,2019-10-07 12:23:43
0.09927325,2019-10-07 12:23:44
0.10215525,2019-10-07 12:23:45
0.09190775,2019-10-07 12:23:46
0.089666,2019-10-07 12:23:47
0.0941495,2019-10-07 12:23:48
0.089666,2019-10-07 12:23:49
0.1184875,2019-10-07 12:23:50
0.12072925,2019-10-07 12:23:51
0.12265075,2019-10-07 12:23:52
0.12393175,2019-10-07 12:23:53
0.12457225,2019-10-07 12:23:54
0.1248925,2019-10-07 12:23:55
0.12457225,2019-10-07 12:23:56
0.12521275,2019-10-07 12:23:57
0.125853,2019-10-07 12:23:58
0.1261735,2019-10-07 12:23:59
0.1261735,2019-10-07 12:24:00
0.12329125,2019-10-07 12:24:01
0.1133635,2019-10-07 12:24:02
0.09959375,2019-10-07 12:24:03
0.1079195,2019-10-07 12:24:04
0.1108015,2019-10-07 12:24:05
0.1133635,2019-10-07 12:24:06
0.10759925,2019-10-07 12:24:07
0.11752675,2019-10-07 12:24:08
0.11880775,2019-10-07 12:24:09
0.11880775,2019-10-07 12:24:10
0.11880775,2019-10-07 12:24:11
0.1197685,2019-10-07 12:24:12
0.09863275,2019-10-07 12:24:13
0.09767225,2019-10-07 12:24:14
0.10407675,2019-10-07 12:24:15
0.1056775,2019-10-07 12:24:16
0.100234,2019-10-07 12:24:17
0.112723,2019-10-07 12:24:18
0.1146445,2019-10-07 12:24:19
0.10055425,2019-10-07 12:24:20
0.1092005,2019-10-07 12:24:21
0.120409,2019-10-07 12:24:22
0.12265075,2019-10-07 12:24:23
0.12329125,2019-10-07 12:24:24
0.1248925,2019-10-07 12:24:25
0.124252,2019-10-07 12:24:26
0.12457225,2019-10-07 12:24:27
0.12521275,2019-10-07 12:24:28
0.125533,2019-10-07 12:24:29
0.12585325,2019-10-07 12:24:30
0.1261735,2019-10-07 12:24:31
0.12585325,2019-10-07 12:24:32
0.1261735,2019-10-07 12:24:33
0.1261735,2019-10-07 12:24:34
0.12649375,2019-10-07 12:24:35
0.1261735,2019-10-07 12:24:36
0.1261735,2019-10-07 12:24:37
0.1261735,2019-10-07 12:24:38
0.12681375,2019-10-07 12:24:39
0.12649375,2019-10-07 12:24:40
0.12169,2019-10-07 12:24:41
0.10727925,2019-10-07 12:24:42
0.09575075,2019-10-07 12:24:43
0.09703175,2019-10-07 12:24:44
0.1005545,2019-10-07 12:24:45
0.09959375,2019-10-07 12:24:46
0.1066385,2019-10-07 12:24:47
0.104397,2019-10-07 12:24:48
0.115285,2019-10-07 12:24:49
0.11368375,2019-10-07 12:24:50
0.11176225,2019-10-07 12:24:51
0.11560525,2019-10-07 12:24:52
0.11432425,2019-10-07 12:24:53
0.11496475,2019-10-07 12:24:54
0.11080175,2019-10-07 12:24:55
0.092228,2019-10-07 12:24:56
0.10471725,2019-10-07 12:24:57
0.112723,2019-10-07 12:24:58
0.12585325,2019-10-07 12:24:59
0.1261735,2019-10-07 12:25:00
0.12649375,2019-10-07 12:25:01
0.12649375,2019-10-07 12:25:02
0.1261735,2019-10-07 12:25:03
0.12713375,2019-10-07 12:25:04
0.1264935,2019-10-07 12:25:05
0.12681375,2019-10-07 12:25:06
0.127454,2019-10-07 12:25:07
0.127454,2019-10-07 12:25:08
0.127134,2019-10-07 12:25:09
0.12713375,2019-10-07 12:25:10
0.12681375,2019-10-07 12:25:11
0.11944825,2019-10-07 12:25:12
0.1034365,2019-10-07 12:25:13
0.11048125,2019-10-07 12:25:14
0.11240275,2019-10-07 12:25:15
0.1133635,2019-10-07 12:25:16
0.11368375,2019-10-07 12:25:17
0.1146445,2019-10-07 12:25:18
0.11368375,2019-10-07 12:25:19
0.11368375,2019-10-07 12:25:20
0.1133635,2019-10-07 12:25:21
0.11368375,2019-10-07 12:25:22
0.114004,2019-10-07 12:25:23
0.114004,2019-10-07 12:25:24
0.11368375,2019-10-07 12:25:25
0.10439725,2019-10-07 12:25:26
0.10055425,2019-10-07 12:25:27
0.10663825,2019-10-07 12:25:28
0.1082395,2019-10-07 12:25:29
0.1069585,2019-10-07 12:25:30
0.105678,2019-10-07 12:25:31
0.10183525,2019-10-07 12:25:32
0.09478975,2019-10-07 12:25:33
0.08166025,2019-10-07 12:25:34
0.106959,2019-10-07 12:25:35
0.12457225,2019-10-07 12:25:36
0.12617325,2019-10-07 12:25:37
0.12649375,2019-10-07 12:25:38
0.126814,2019-10-07 12:25:39
0.1268135,2019-10-07 12:25:40
0.12649375,2019-10-07 12:25:41
0.1261735,2019-10-07 12:25:42
0.127454,2019-10-07 12:25:43
0.12681375,2019-10-07 12:25:44
0.12681375,2019-10-07 12:25:45
0.11432425,2019-10-07 12:25:46
0.100234,2019-10-07 12:25:47
0.10695875,2019-10-07 12:25:48
0.10759925,2019-10-07 12:25:49
0.1092005,2019-10-07 12:25:50
0.09703175,2019-10-07 12:25:51
0.09703175,2019-10-07 12:25:52
0.105998,2019-10-07 12:25:53
0.11112175,2019-10-07 12:25:54
0.1146445,2019-10-07 12:25:55
0.11496475,2019-10-07 12:25:56
0.1159255,2019-10-07 12:25:57
0.10119475,2019-10-07 12:25:58
0.1146445,2019-10-07 12:25:59
0.11368375,2019-10-07 12:26:00
0.1159255,2019-10-07 12:26:01
0.116566,2019-10-07 12:26:02
0.116566,2019-10-07 12:26:03
0.11688625,2019-10-07 12:26:04
0.11752675,2019-10-07 12:26:05
0.1172065,2019-10-07 12:26:06
0.11752675,2019-10-07 12:26:07
0.11048125,2019-10-07 12:26:08
0.1159255,2019-10-07 12:26:09
0.11752675,2019-10-07 12:26:10
0.11688625,2019-10-07 12:26:11
0.11688625,2019-10-07 12:26:12
0.117847,2019-10-07 12:26:13
0.11944825,2019-10-07 12:26:14
0.1092005,2019-10-07 12:26:15
0.09991375,2019-10-07 12:26:16
0.11400425,2019-10-07 12:26:17
0.1159255,2019-10-07 12:26:18
0.11560525,2019-10-07 12:26:19
0.10856,2019-10-07 12:26:20
0.11336375,2019-10-07 12:26:21
0.1117625,2019-10-07 12:26:22
0.116566,2019-10-07 12:26:23
0.115285,2019-10-07 12:26:24
0.10535725,2019-10-07 12:26:25
0.10888,2019-10-07 12:26:26
0.1069585,2019-10-07 12:26:27
0.105037,2019-10-07 12:26:28
0.10791925,2019-10-07 12:26:29
0.10984075,2019-10-07 12:26:30
0.1095205,2019-10-07 12:26:31
0.1050375,2019-10-07 12:26:32
0.089666,2019-10-07 12:26:33
0.10375675,2019-10-07 12:26:34
0.10343625,2019-10-07 12:26:35
0.11432425,2019-10-07 12:26:36
0.1159255,2019-10-07 12:26:37
0.1159255,2019-10-07 12:26:38
0.116566,2019-10-07 12:26:39
0.1172065,2019-10-07 12:26:40
0.11688625,2019-10-07 12:26:41
0.1172065,2019-10-07 12:26:42
0.1130435,2019-10-07 12:26:43
0.115285,2019-10-07 12:26:44
0.1159255,2019-10-07 12:26:45
0.11688625,2019-10-07 12:26:46
0.11688625,2019-10-07 12:26:47
0.11688625,2019-10-07 12:26:48
0.1172065,2019-10-07 12:26:49
0.112723,2019-10-07 12:26:50
0.11560525,2019-10-07 12:26:51
0.116566,2019-10-07 12:26:52
0.11752675,2019-10-07 12:26:53
0.11752675,2019-10-07 12:26:54
0.11688625,2019-10-07 12:26:55
0.11816725,2019-10-07 12:26:56
0.11816725,2019-10-07 12:26:57
0.1011945,2019-10-07 12:26:58
0.10631825,2019-10-07 12:26:59
0.1172065,2019-10-07 12:27:00
0.1120825,2019-10-07 12:27:01
0.11144225,2019-10-07 12:27:02
0.11368375,2019-10-07 12:27:03
0.11240275,2019-10-07 12:27:04
0.11688625,2019-10-07 12:27:05
0.11752675,2019-10-07 12:27:06
0.1184875,2019-10-07 12:27:07
0.11432425,2019-10-07 12:27:08
0.11752675,2019-10-07 12:27:09
0.1172065,2019-10-07 12:27:10
0.1159255,2019-10-07 12:27:11
0.11816725,2019-10-07 12:27:12
0.11880775,2019-10-07 12:27:13
0.119128,2019-10-07 12:27:14
0.11944825,2019-10-07 12:27:15
0.111122,2019-10-07 12:27:16
0.10343625,2019-10-07 12:27:17
0.114004,2019-10-07 12:27:18
0.11752675,2019-10-07 12:27:19
0.11752675,2019-10-07 12:27:20
0.109841,2019-10-07 12:27:21
0.10823975,2019-10-07 12:27:22
0.1172065,2019-10-07 12:27:23
0.107279,2019-10-07 12:27:24
0.115285,2019-10-07 12:27:25
0.11752675,2019-10-07 12:27:26
0.1146445,2019-10-07 12:27:27
0.11816725,2019-10-07 12:27:28
0.11752675,2019-10-07 12:27:29
0.1184875,2019-10-07 12:27:30
0.112723,2019-10-07 12:27:31
0.114004,2019-10-07 12:27:32
0.11816725,2019-10-07 12:27:33
0.120409,2019-10-07 12:27:34
0.120409,2019-10-07 12:27:35
0.1210495,2019-10-07 12:27:36
0.10824,2019-10-07 12:27:37
0.096391,2019-10-07 12:27:38
0.1092005,2019-10-07 12:27:39
0.104717,2019-10-07 12:27:40
0.09478975,2019-10-07 12:27:41
0.11368375,2019-10-07 12:27:42
0.10055425,2019-10-07 12:27:43
0.09895325,2019-10-07 12:27:44
0.10663875,2019-10-07 12:27:45
0.117847,2019-10-07 12:27:46
0.10856,2019-10-07 12:27:47
0.11144225,2019-10-07 12:27:48
0.1133635,2019-10-07 12:27:49
0.09318875,2019-10-07 12:27:50
0.08422175,2019-10-07 12:27:51
0.08934575,2019-10-07 12:27:52
0.0903065,2019-10-07 12:27:53
0.08870525,2019-10-07 12:27:54
0.10503725,2019-10-07 12:27:55
0.11624575,2019-10-07 12:27:56
0.10759925,2019-10-07 12:27:57
0.11624575,2019-10-07 12:27:58
0.11752675,2019-10-07 12:27:59
0.119128,2019-10-07 12:28:00
0.1197685,2019-10-07 12:28:01
0.1197685,2019-10-07 12:28:02
0.1210495,2019-10-07 12:28:03
0.12072925,2019-10-07 12:28:04
0.120409,2019-10-07 12:28:05
0.11752675,2019-10-07 12:28:06
0.116566,2019-10-07 12:28:07
0.1223305,2019-10-07 12:28:08
0.113684,2019-10-07 12:28:09
0.113684,2019-10-07 12:28:10
0.12072925,2019-10-07 12:28:11
0.12072925,2019-10-07 12:28:12
0.111122,2019-10-07 12:28:13
0.113684,2019-10-07 12:28:14
0.11112175,2019-10-07 12:28:15
0.11016125,2019-10-07 12:28:16
0.10984075,2019-10-07 12:28:17
0.10279575,2019-10-07 12:28:18
0.1130435,2019-10-07 12:28:19
0.106318,2019-10-07 12:28:20
0.104397,2019-10-07 12:28:21
0.10343675,2019-10-07 12:28:22
0.104077,2019-10-07 12:28:23
